ID,GameTypes,Japanese,Romaji,English,Type,Notes,ExampleKana,ExampleRomaji,MC_Question,MC_Option1,MC_Option1Romaji,MC_Option2,MC_Option2Romaji,MC_Option3,MC_Option3Romaji,MC_Option4,MC_Option4Romaji,MC_CorrectOption,FITB_SentenceKana,FITB_SentenceRomaji,FITB_AnswerKana,FITB_AnswerRomaji,DragDropCategory,Audio,Category,Difficulty
U1-001,flashcard;mc;fitb;dragdrop;audio,おはよう,ohayou,Good morning,Greeting,"Add ございます for formality",おはよう、みなさん。,ohayou, minasan.,,,,,,,,,,,,,Greeting,[audio],Greetings,Easy
U1-002,flashcard;mc;fitb;dragdrop;audio,おはようございます,ohayou gozaimasu,Good morning (formal),Greeting,"Use with teachers/seniors",おはようございます、せんせい。,ohayou gozaimasu, sensei.,"What is the polite way to say 'Good morning'?",おはよう,ohayou,こんにちは,konnichiwa,おはようございます,ohayou gozaimasu,こんばんは,konbanwa,3,おはよう（__________）,ohayou (__________),ございます,gozaimasu,Greeting,[audio],Greetings,Easy
U1-003,flashcard;mc;fitb;dragdrop;audio,さん,san,Mr./Ms.,Honorific,"Safe, general honorific",たなかさん,tanaka san,"Which honorific is safest to use?",くん,kun,ちゃん,chan,さん,san,せんせい,sensei,3,,,,Honorific,[audio],Honorific,Easy
U1-004,flashcard;mc;fitb;dragdrop;audio,しずかにして,shizuka ni shite,Please be quiet,Instruction,"Used by teachers",しずかにして、みなさん。,shizuka ni shite, minasan.,"What does しずかにして mean?",Please stand up,Please stand up,Please be quiet,Please be quiet,Please write,Please write,Please listen,Please listen,2,しずかに__________。,shizuka ni ________.,して,shite,Instruction,[audio],Instruction,Easy
U1-005,flashcard;mc;fitb;dragdrop;audio,ありがとう,arigatou,Thank you,Polite Expression,Informal,ありがとう、せんせい。,arigatou, sensei.,"How do you say 'Thank you' formally?",ありがとう,arigatou,ありがとうございます,arigatou gozaimasu,どうぞ,douzo,すみません,sumimasen,2,ありがとう、__________。,arigatou, ________.,ございます,gozaimasu,Polite Expression,[audio],Polite,Easy
U1-006,flashcard;mc;fitb;dragdrop;audio,たってください,tatte kudasai,Please stand up,Instruction,,たってください、みなさん。,tatte kudasai, minasan.,"Which phrase means 'Please write'?",かいてください,kaite kudasai,みせてください,misete kudasai,たってください,tatte kudasai,すわってください,suwatte kudasai,3,たって__________。,tatte ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-007,flashcard;dragdrop;audio,こんにちは,konnichiwa,Hello/Good afternoon,Greeting,"Used from 11am",こんにちは、ゆきさん。,konnichiwa, yuki san.,,,,,,,,,,________、みなさん。,________, minasan.,こんにちは,konnichiwa,Greeting,[audio],Greetings,Easy
U1-008,flashcard;dragdrop;audio,こんばんは,konbanwa,Good evening,Greeting,"Used from dusk",こんばんは、みなさん。,konbanwa, minasan.,"Which greeting is used in the evening?",おはよう,ohayou,こんにちは,konnichiwa,こんばんは,konbanwa,おやすみ,oyasumi,3,,,,Greeting,[audio],Greetings,Easy
U1-009,flashcard;dragdrop;audio,さようなら,sayounara,Goodbye,Farewell,"Used when not seeing for a while",さようなら、またあした。,sayounara, mata ashita.,,,,,,,,,,________、またあした。,________, mata ashita.,さようなら,sayounara,Farewell,[audio],Farewell,Easy
U1-010,flashcard;dragdrop;audio,またね,matane,See you later,Farewell,Informal,またね、けいとさん。,matane, keito san.,,,,,,,,,,________、けいとさん。,________, keito san.,またね,matane,Farewell,[audio],Farewell,Easy
U1-011,flashcard;dragdrop;audio,またあした,mata ashita,See you tomorrow,Farewell,,またあした、みなさん。,mata ashita, minasan.,"How do you say 'See you tomorrow'?",またね,matane,またあした,mata ashita,さようなら,sayounara,おやすみ,oyasumi,2,,,,Farewell,[audio],Farewell,Easy
U1-012,flashcard;dragdrop;audio,おやすみなさい,oyasumi nasai,Good night,Farewell,,おやすみなさい、はは。,oyasumi nasai, haha.,,,,,,,,,,,,,Farewell,[audio],Farewell,Easy
U1-013,flashcard;dragdrop;audio,はい,hai,Yes/OK,Aizuchi/Response,"Used for active listening",はい、そうです。,hai, sou desu.,"What does はい mean?",No,No,Yes/OK,Yes/OK,Maybe,Maybe,"I don't know","I don't know",2,________、そうです。,________, sou desu.,はい,hai,Aizuchi/Response,[audio],Aizuchi,Easy
U1-014,flashcard;dragdrop;audio,いいえ,iie,No,Aizuchi/Response,,いいえ、ちがいます。,iie, chigaimasu.,,,,,,,,,,________、ちがいます。,________, chigaimasu.,いいえ,iie,Aizuchi/Response,[audio],Aizuchi,Easy
U1-015,flashcard;dragdrop;audio,どうぞよろしく,douzo yoroshiku,Pleased to meet you,Polite Expression,"Used after self-introduction",どうぞよろしく、おねがいします。,douzo yoroshiku, onegaishimasu.,,,,,,,,,,,,,Polite Expression,[audio],Polite,Easy
U1-016,flashcard;dragdrop;audio,はじめまして,hajimemashite,How do you do?,Polite Expression,"Used at first meeting",はじめまして、わたしはエマです。,hajimemashite, watashi wa ema desu.,,,,,,,,,,,,,Polite Expression,[audio],Polite,Easy
U1-017,flashcard;dragdrop;audio,おなまえは,onamae wa,What is your name?,Question,"Polite form",おなまえは、なんですか。,onamae wa, nan desu ka.,"Which phrase means 'What is your name?'",おなまえは,onamae wa,こんにちは,konnichiwa,ありがとう,arigatou,さようなら,sayounara,1,________はなんですか。,________ wa nan desu ka.,おなまえ,onamae,Question,[audio],Question,Easy
U1-018,flashcard;dragdrop;audio,なまえはなんですか,namae wa nan desu ka,What is your name?,Question,"Less formal",なまえはなんですか。,namae wa nan desu ka.,,,,,,,,,,,,,Question,[audio],Question,Easy
U1-019,flashcard;dragdrop;audio,わたしはエマです,watashi wa ema desu,I am Emma.,Self-introduction,"For girls/anyone",わたしはエマです。どうぞよろしく。,watashi wa ema desu. douzo yoroshiku.,,,,,,,,,,わたしは__________です。,watashi wa ________ desu.,エマ,ema,Self-introduction,[audio],Self-intro,Easy
U1-020,flashcard;dragdrop;audio,ぼくはベンです,boku wa ben desu,I am Ben.,Self-introduction,"For boys",ぼくはベンです。どうぞよろしく。,boku wa ben desu. douzo yoroshiku.,,,,,,,,,,ぼくは__________です。,boku wa ________ desu.,ベン,ben,Self-introduction,[audio],Self-intro,Easy
U1-021,flashcard;dragdrop;audio,さん,san,Mr./Ms.,Honorific,"Safe, general honorific",たなかさん,tanaka san,,,,,,,,,,,,Honorific,[audio],Honorific,Easy
U1-022,flashcard;dragdrop;audio,くん,kun,Mr. (for boys/men),Honorific,"For boys/men your age or younger",けんいちくん,kenichi kun,,,,,,,,,,,,Honorific,[audio],Honorific,Easy
U1-023,flashcard;dragdrop;audio,ちゃん,chan,(for young children),Honorific,"For toddlers, cutesy use",みいちゃん,mii chan,,,,,,,,,,,,Honorific,[audio],Honorific,Easy
U1-024,flashcard;dragdrop;audio,せんせい,sensei,Teacher/Doctor,Honorific,"For teachers, doctors",なかむらせんせい,nakamura sensei,,,,,,,,,,,,Honorific,[audio],Honorific,Easy
U1-025,flashcard;dragdrop;audio,たってください,tatte kudasai,Please stand up,Instruction,,たってください、みなさん。,tatte kudasai, minasan.,,,,,,,,,,たって__________。,tatte ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-026,flashcard;dragdrop;audio,すわってください,suwatte kudasai,Please sit down,Instruction,,すわってください、みなさん。,suwatte kudasai, minasan.,,,,,,,,,,すわって__________。,suwatte ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-027,flashcard;dragdrop;audio,きいてください,kiite kudasai,Please listen,Instruction,,きいてください、はしじょーのくん。,kiite kudasai, hashijoono kun.,,,,,,,,,,きいて__________。,kiite ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-028,flashcard;dragdrop;audio,みてください,mite kudasai,Please look,Instruction,,みてください、けいとさん。,mite kudasai, keito san.,,,,,,,,,,みて__________。,mite ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-029,flashcard;dragdrop;audio,みせてください,misete kudasai,Please show me,Instruction,,みせてください、ほんを。,misete kudasai, hon o.,,,,,,,,,,みせて__________。,misete ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-030,flashcard;dragdrop;audio,かいてください,kaite kudasai,Please write,Instruction,,かいてください、じを。,kaite kudasai, ji o.,,,,,,,,,,かいて__________。,kaite ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-031,flashcard;dragdrop;audio,よんでください,yonde kudasai,Please read,Instruction,,よんでください、ぺーじを。,yonde kudasai, peeji o.,,,,,,,,,,よんで__________。,yonde ________.,ください,kudasai,Instruction,[audio],Instruction,Easy
U1-032,flashcard;dragdrop;audio,いってください,itte kudasai,Please say it,Instruction,,いってください、もういちど。,itte kudasai, mou ichido.,,,,,,,,,,,,,Instruction,[audio],Instruction,Easy
U1-033,flashcard;dragdrop;audio,しずかにして,shizuka ni shite,Please be quiet,Instruction,,しずかにして、みなさん。,shizuka ni shite, minasan.,,,,,,,,,,しずかに__________。,shizuka ni ________.,して,shite,Instruction,[audio],Instruction,Easy
U1-034,flashcard;dragdrop;audio,まどをあけて,mado o akete,Open the window,Instruction,,まどをあけてください。,mado o akete kudasai.,,,,,,,,,,まどを__________ください。,mado o ________ kudasai.,あけて,akete,Instruction,[audio],Instruction,Easy
U1-035,flashcard;dragdrop;audio,まどをしめて,mado o shimete,Shut the window,Instruction,,まどをしめてください。,mado o shimete kudasai.,,,,,,,,,,まどを__________ください。,mado o ________ kudasai.,しめて,shimete,Instruction,[audio],Instruction,Easy
U1-036,flashcard;dragdrop;audio,どあをあけて,doa o akete,Open the door,Instruction,,どあをあけてください。,doa o akete kudasai.,,,,,,,,,,どあを__________ください。,doa o ________ kudasai.,あけて,akete,Instruction,[audio],Instruction,Easy
U1-037,flashcard;dragdrop;audio,どあをしめて,doa o shimete,Shut the door,Instruction,,どあをしめてください。,doa o shimete kudasai.,,,,,,,,,,どあを__________ください。,doa o ________ kudasai.,しめて,shimete,Instruction,[audio],Instruction,Easy
U1-038,flashcard;dragdrop;audio,ほんをだして,hon o dashite,Take out your book,Instruction,,ほんをだしてください。,hon o dashite kudasai.,,,,,,,,,,ほんを__________ください。,hon o ________ kudasai.,だして,dashite,Instruction,[audio],Instruction,Easy
U1-039,flashcard;dragdrop;audio,ぺんをかして,pen o kashite,Lend me a pen,Instruction,,ぺんをかしてください。,pen o kashite kudasai.,"What does ぺんをかして mean?",Take out your book,Take out your book,Lend me a pen,Lend me a pen,Open the window,Open the window,Close the door,Close the door,2,ぺんを__________ください。,pen o ________ kudasai.,かして,kashite,Instruction,[audio],Instruction,Easy
U1-040,flashcard;dragdrop;audio,まって,matte,Wait,Instruction,,ちょっとまってください。,chotto matte kudasai.,,,,,,,,,,,,,Instruction,[audio],Instruction,Easy
U1-041,flashcard;dragdrop;audio,ちょっとまって,chotto matte,Wait a moment,Instruction,,ちょっとまってください。,chotto matte kudasai.,,,,,,,,,,ちょっと__________ください。,chotto ________ kudasai.,まって,matte,Instruction,[audio],Instruction,Easy
U1-042,flashcard;dragdrop;audio,すごい！,sugoi!,Great!,Aizuchi/Reaction,,すごい！できました！,sugoi! dekimashita!,,,,,,,,,,,,Aizuchi/Reaction,[audio],Aizuchi,Easy
U1-043,flashcard;dragdrop;audio,ああ！,aa!,I see!,Aizuchi/Reaction,,ああ！わかりました。,aa! wakarimashita.,"Which is an aizuchi expression?",ああ！,aa!,おはよう,ohayou,ありがとう,arigatou,さようなら,sayounara,1,,,,Aizuchi/Reaction,[audio],Aizuchi,Easy
U1-044,flashcard;dragdrop;audio,ええと,eeto,Let me see...,Aizuchi/Reaction,,ええと、どこだっけ？,eeto, doko dakke.,,,,,,,,,,,,Aizuchi/Reaction,[audio],Aizuchi,Easy
U1-045,flashcard;dragdrop;audio,あのう,anou,Um...,Aizuchi/Reaction,,あのう、しつもんがあります。,anou, shitsumon ga arimasu.,,,,,,,,,,,,,Aizuchi/Reaction,[audio],Aizuchi,Easy
U1-046,flashcard;dragdrop;audio,はい、そうです。,hai, sou desu.,Yes, that's right,Aizuchi/Confirmation,,はい、そうです。,hai, sou desu.,,,,,,,,,,,,,Aizuchi/Confirmation,[audio],Aizuchi,Easy
U1-047,flashcard;dragdrop;audio,みなさん,minasan,Everyone,Noun,,みなさん、こんにちは。,minasan, konnichiwa.,,,,,,,,,,,,,Noun,[audio],Noun,Easy
U1-048,flashcard;dragdrop;audio,どうぞ,douzo,Here you are/Go ahead,Polite Expression,,どうぞ、おはいりください。,douzo, ohairi kudasai.,,,,,,,,,,,,,Polite Expression,[audio],Polite,Easy
U1-049,flashcard;dragdrop;audio,ありがとうございます,arigatou gozaimasu,Thank you (formal),Polite Expression,Formal,ありがとうございます、みなさん。,arigatou gozaimasu, minasan.,,,,,,,,,,,,,Polite Expression,[audio],Polite,Easy
U1-050,flashcard;dragdrop;audio,いえ,ie,House,Noun,,わたしのいえはおおきいです。,watashi no ie wa ookii desu.,,,,,,,,,,わたしの__________はおおきいです。,watashi no ________ wa ookii desu.,いえ,ie,Noun,[audio],Noun,Easy
U1-051,flashcard;dragdrop;audio,すし,sushi,Sushi,Food,,すしがすきです。,sushi ga suki desu.,"What is a traditional Japanese food?",ぴざ,piza,すし,sushi,はんばーがー,hanbaagaa,たこす,takosu,2,すしが__________です。,sushi ga ________ desu.,すき,suki,Food,[audio],Food,Easy
U1-052,flashcard;dragdrop;audio,てんぷら,tenpura,Tempura,Food,,てんぷらをたべます。,tenpura o tabemasu.,,,,,,,,,,てんぷらを__________。,tenpura o ________.,たべます,tabemasu,Food,[audio],Food,Easy
U1-053,flashcard;dragdrop;audio,らーめん,raamen,Ramen,Food,,らーめんがすきです。,raamen ga suki desu.,,,,,,,,,,らーめんが__________です。,raamen ga ________ desu.,すき,suki,Food,[audio],Food,Easy
U1-054,flashcard;dragdrop;audio,ピザ,piza,Pizza,Food,,ピザをたべます。,piza o tabemasu.,,,,,,,,,,,,,Food,[audio],Food,Easy
U1-055,flashcard;dragdrop;audio,ハンバーガー,hanbaagaa,Hamburger,Food,,ハンバーガーがすきです。,hanbaagaa ga suki desu.,,,,,,,,,,,,,Food,[audio],Food,Easy
U1-056,flashcard;dragdrop;audio,コーヒー,koohii,Coffee,Food,,コーヒーをのみます。,koohii o nomimasu.,,,,,,,,,,,,,Food,[audio],Food,Easy
U1-057,flashcard;dragdrop;audio,ケーキ,keeki,Cake,Food,,ケーキがすきです。,keeki ga suki desu.,,,,,,,,,,,,,Food,[audio],Food,Easy
U1-058,flashcard;dragdrop;audio,テレビ,terebi,TV,Noun,,テレビをみます。,terebi o mimasu.,,,,,,,,,,,,,Noun,[audio],Noun,Easy
U1-059,flashcard;dragdrop;audio,パソコン,pasokon,Computer,Noun,,パソコンをつかいます。,pasokon o tsukaimasu.,,,,,,,,,,,,,Noun,[audio],Noun,Easy
U1-060,flashcard;mc,,,,,,,,What is the capital of Japan?,Osaka,Osaka,Tokyo,Tokyo,Kyoto,Kyoto,Sapporo,Sapporo,2,,,,,Cultural knowledge,Easy
U1-061,flashcard;mc,,,,,,,,What is Japan's currency?,Yen,Yen,Won,Won,Dollar,Dollar,Peso,Peso,1,,,,,Cultural knowledge,Easy
U1-062,flashcard;mc,,,,,,,,What is the traditional dress of Japan?,Hanbok,Hanbok,Kimono,Kimono,Cheongsam,Cheongsam,Yukata,Yukata,2,,,,,Cultural knowledge,Easy
U1-063,flashcard;mc,,,,,,,,What do Japanese people do when entering a house?,Bow,Bow,Take off shoes,Take off shoes,Clap hands,Clap hands,Say hello,Say hello,2,,,,,Cultural knowledge,Easy
U1-064,flashcard;mc,,,,,,,,Which is a Japanese martial art?,Judo,Judo,Taekwondo,Taekwondo,Kung Fu,Kung Fu,Muay Thai,Muay Thai,1,,,,,Cultural knowledge,Easy
U1-065,flashcard;mc,,,,,,,,What percentage of Japan is mountainous?,30%,30%,50%,50%,70%,70%,90%,90%,3,,,,,Cultural knowledge,Easy